"V1","V3","V4","Class"
3.9166,-4.0926,-4.4659,1
3.9262,-2.0156,-0.065531,1
5.591,-4.3839,-4.3379,1
3.7522,3.9943,1.3051,1
1.3114,2.2935,0.22541,1
3.7022,-1.8511,-0.12889,1
4.364,2.3757,0.78532,1
3.5829,1.0219,1.4008,1
4.65,3.4553,-0.25174,1
5.1731,-1.983,0.40774,1
3.2692,0.20706,-0.066824,1
2.4012,3.0312,0.71679,1
1.7257,8.2219,-1.8073,1
4.7965,-1.9967,-0.35001,1
4.0962,-3.9323,-4.1827,1
2.5559,2.0321,0.26809,1
3.4916,-3.0326,-0.59182,1
0.5195,3.0895,-0.9849,1
2.9856,-0.409,-2.2431,1
4.0932,-1.8219,0.23576,1
1.7748,5.5854,1.3039,1
5.2012,0.17965,1.1797,1
-0.45062,7.0858,-0.40303,1
4.8451,-2.9512,-1.4724,1
0.74841,1.1504,-0.5388,1
5.1213,-3.3917,-1.5474,1
3.6181,2.8273,-0.71208,1
0.040498,1.4461,-3.9306,1
-2.6479,-1.331,-5.4707,1
0.37984,0.75716,-0.44441,1
-0.95923,6.2204,-1.4828,1
2.8672,-3.2049,-3.1095,1
1.0182,-0.62064,-1.7129,1
-2.7143,2.1092,-3.9629,1
3.8244,2.4537,0.52024,1
2.7961,1.8385,0.38317,1
3.5358,-0.81857,0.47886,1
-0.7056,2.2215,-4.5965,1
4.1542,-2.4766,-1.2099,1
0.92703,-0.66263,-1.6728,1
1.8216,8.0514,-0.41855,1
-2.4473,0.73573,-7.6612,1
3.5862,2.8093,0.24481,1
0.66191,-0.28819,-1.6638,1
4.7926,-0.051701,1.4926,1
4.9852,-2.5425,-1.2823,1
0.75736,2.9164,-0.068117,1
4.6499,-1.9427,-0.37458,1
-0.023579,0.78457,-0.75734,1
0.85574,6.6042,-0.53104,1
0.88298,6.0096,-0.43277,1
4.0422,4.7466,1.137,1
2.2546,-0.24877,-3.2698,1
0.38478,-0.3336,-0.56466,1
3.1541,6.5991,0.57455,1
2.3969,4.8477,1.437,1
4.7114,-0.2702,1.2379,1
4.0127,-3.9366,-4.0728,1
2.6606,1.9619,0.18662,1
3.931,-0.023425,1.2314,1
0.01727,1.3989,-3.9668,1
3.2414,1.4015,1.1952,1
2.2504,0.35273,0.2836,1
-1.3971,-1.3927,-1.9948,2
0.39012,-0.031994,0.35084,2
-1.6677,7.8929,0.96765,2
-3.8483,15.6824,-1.281,2
-3.5681,10.083,0.96765,2
-2.2804,1.3347,1.3763,2
-1.7582,-2.5323,-2.234,2
-0.89409,-1.8219,-2.9452,2
0.3434,-0.28733,0.14654,2
-0.9854,5.8245,0.5461,2
-2.4115,9.3444,-0.65259,2
-1.5252,5.3524,0.59912,2
-0.61442,-0.31818,0.50214,2
-0.36506,-3.6461,-3.0603,2
-5.9034,0.67661,-6.6797,2
-1.8215,-0.72261,-2.353,2
-0.77461,2.4023,1.1319,2
-1.8187,9.0162,-0.12243,2
-3.5801,13.1779,-2.5677,2
-1.8219,5.4681,0.057313,2
-0.3481,-0.47841,0.62627,2
0.47368,-4.5064,-4.0431,2
-3.4083,-0.76888,-4.8668,2
-1.6662,1.4238,0.024986,2
-2.0962,6.6188,-0.33708,2
-2.6685,9.1139,-1.7323,2
-0.47465,1.9901,0.7517,2
1.0552,-2.6411,0.11033,2
1.1644,-4.9408,-4.0909,2
-4.4779,-0.31218,-6.7754,2
-2.7338,2.4391,0.21766,2
-2.286,5.8039,0.88231,2
-1.6244,4.6575,0.16981,2
0.50813,-1.9804,0.57714,2
1.6408,-4.9023,-2.6621,2
0.81583,-5.2613,-6.0823,2
-5.4901,-0.38758,-5.9763,2
-3.2238,0.32274,-0.86078,2
-2.0631,1.219,0.44524,2
-0.91318,-0.19565,0.066365,2
0.6005,-3.2888,-0.32415,2
0.91315,-4.0557,-1.6741,2
-0.28015,-3.3857,-2.9155,2
-3.6085,-0.51954,-3.5737,2
-6.2003,0.009134,-3.703,2
-4.2932,0.77258,-0.99785,2
-3.0265,0.68604,-0.055186,2
-1.7015,-0.99337,-0.53104,2
-0.64326,-2.9452,-1.0276,2
-0.86339,-2.3729,-1.0897,2
-2.0659,-0.46298,-1.0974,2
-2.1333,-0.084261,-1.7453,2
-1.2568,2.8718,0.44653,2
-3.1128,10.7402,-1.0172,2
-4.8554,10.9818,-0.82199,2
-2.588,-0.3336,-1.2797,2
0.24394,-1.4192,-0.58535,2
-1.5322,6.6779,0.17498,2
-4.0025,17.6772,-3.3202,2
-4.0173,12.4547,-1.4375,2
-3.0731,2.3877,0.77627,2
-1.979,-1.3575,-2.5819,2
-0.4294,0.044265,-0.15605,2
-2.234,7.4936,0.61334,2
-4.211,14.9704,-1.3884,2
-3.8073,10.1772,0.65084,2
-2.5912,1.2798,1.0414,2
-2.2482,-2.3969,-2.6711,2
-1.4427,-1.9702,-3.4392,2
-0.39416,-0.066267,-0.44699,2
-1.522,5.7491,-0.10691,2
-2.8267,9.0694,-0.98233,2
-1.7263,5.2419,0.29524,2
-0.94255,-0.24192,0.31593,2
-0.89569,-3.6067,-3.4457,2
-6.2815,0.52581,-7.0107,2
-2.3211,-1.0002,-2.7151,2
-1.3414,2.8093,0.60688,2
-2.258,9.3727,-0.85949,2
-3.8858,12.7957,-3.1353,2
-1.8969,5.2761,-0.32544,2
-0.52645,-0.45613,0.41938,2
0.009661,-4.407,-4.4103,2
-3.8826,-0.92311,-5.0801,2
-2.1405,1.321,-0.20906,2
-2.4824,6.839,-0.59053,2
-2.9098,8.4156,-1.9948,2
-0.60975,1.8471,0.6017,2
0.83625,-2.4706,-0.062945,2
0.60731,-4.772,-4.4853,2
-4.8861,-0.17252,-6.959,2
-3.1366,2.6225,-0.064238,2
-2.5754,6.103,0.65214,2
-1.8782,4.8486,-0.021566,2
0.24261,-1.9402,0.44007,2
1.296,-4.8457,-2.9013,2
0.25943,-5.0394,-6.3862,2
-5.873,-0.27448,-6.0422,2
-3.4605,0.16165,-1.0224,2
-2.3797,1.1273,0.16076,2
-1.2424,-0.52553,-0.21036,2
0.20216,-3.2828,-0.61768,2
0.59823,-3.9795,-1.7841,2
-0.77995,-3.282,-3.1004,2
-4.1409,-0.47841,-3.8879,2
-6.5084,0.23191,-3.937,2
-4.4996,0.56265,-1.1672,2
-3.3125,0.55323,-0.2957,2
-1.9423,-1.2898,-0.82458,2
-0.75793,-3.0464,-1.2629,2
-0.95403,-2.3163,-1.1957,2
-2.2173,-0.72689,-1.1724,2
-2.799,-0.42357,-2.1125,2
-1.8629,2.5377,0.097399,2
-3.5916,10.2389,-1.1543,2
-5.1216,10.3846,-1.0612,2
-3.2854,-0.45356,-1.8228,2
-0.56877,-1.4252,-1.1246,2
-2.3518,6.6479,-0.060358,2
-4.4861,17.3087,-3.2194,2
-4.3876,11.9655,-1.4543,2
-3.3604,2.1324,0.6017,2
-1.0112,-1.1664,-1.6185,2
0.030219,1.4024,0.77369,2
-1.6514,9.1122,1.2379,2
-3.2692,15.5573,-0.14182,2
-2.5701,8.9999,2.1353,2
-1.3066,0.7623,1.7758,2
-1.6637,-2.2701,-2.2224,2
-0.55008,-1.6488,-2.4319,2
0.21431,0.87711,0.29653,2
-0.77288,6.492,0.36119,2
-1.8391,9.2416,-0.10432,2
-0.63298,4.5624,1.4797,2
0.004055,-0.64121,0.75817,2
-0.28696,-3.5767,-3.1896,2
-5.2406,-0.19908,-6.8607,2
-1.4446,-0.47241,-1.6677,2
-0.65767,3.7115,0.99739,2
-1.5449,9.6152,-1.2332,2
-2.8957,11.9149,-2.7552,2
-0.81479,4.3919,0.3211,2
0.50225,-1.1793,0.39998,2
0.74521,-4.4044,-4.1414,2
-2.9146,-0.45699,-4.0327,2
-1.3907,2.3055,-0.021566,2
-1.786,7.0858,-1.2112,2
-1.7322,7.719,-1.7168,2
0.55298,1.7048,1.1008,2
2.031,-3.0121,0.003003,2
1.2279,-4.6435,-3.9125,2
-4.2249,0.15822,-5.5457,2
-2.5346,3.3602,0.00171,2
-1.749,6.0987,0.14266,2
-0.539,3.4399,0.052141,2
1.5631,-1.9702,0.65472,2
2.3917,-4.9888,-2.8987,2
0.89512,-4.8431,-5.5909,2
-5.4808,0.27818,-5.0323,2
-2.8833,0.68946,-0.4638,2
-1.4174,1.518,0.61981,2
0.4283,-1.0731,0.3211,2
1.5904,-3.1183,-0.11725,2
1.7425,-4.0129,-1.7207,2
-0.23356,-3.0669,-2.7784,2
-3.6227,-0.35845,-3.9047,2
-6.1536,0.61663,-3.2646,2
-3.9172,0.78886,-0.7819,2
-2.2214,0.56008,0.05602,2
-0.49241,-1.6283,-0.56854,2
0.26517,-2.8416,-0.59958,2
-0.10234,-2.2169,-0.56725,2
-1.6176,-0.35502,-0.59958,2
-1.8448,0.27218,-1.0728,2
-1.2786,4.5735,0.47627,2
-2.902,11.8318,-0.84268,2
-4.3773,10.939,-0.4082,2
-2.0529,-0.79544,-1.2138,2
0.18868,-0.51182,0.005589,2
-1.7279,8.9494,0.68058,2
-3.3793,17.9274,-2.0323,2
-3.1273,11.3897,-0.083634,2
-2.121,1.949,1.353,2
-1.7697,-1.2144,-2.3789,2
-0.001285,-0.19651,0.008175,2
-1.682,7.1398,1.3323,2
-3.4917,14.3689,-0.61639,2
-3.1158,10.4403,0.97153,2
-2.0891,1.704,1.7435,2
-1.6936,-2.1835,-1.9276,2
-1.2846,-1.7671,-3.2608,2
-0.092194,-0.32846,-0.13794,2
-1.0292,5.5255,0.79955,2
-2.2083,8.9991,-0.28406,2
-1.0744,5.355,0.80472,2
-0.51003,0.020273,0.76334,2
-0.36372,-3.4816,-2.7836,2
-6.3979,1.0836,-6.6176,2
-2.2501,-0.88369,-2.8974,2
-1.1859,2.2635,0.77239,2
-1.8076,8.7086,-0.21682,2
-3.3863,13.0545,-2.7202,2
-1.4106,5.6454,0.31335,2
-0.21394,0.096532,1.1965,2
0.48797,-4.3882,-3.8116,2
-3.8167,-0.65063,-5.4306,2
-1.9555,1.2473,-0.3707,2
-2.1786,6.0344,-0.20777,2
-2.3299,8.4756,-1.8733,2
0.00312,1.7956,0.91722,2
1.3518,-2.3437,0.39998,2
1.2309,-4.8277,-4.0069,2
-5.0301,-0.13396,-7.5034,2
-3.0799,2.7039,-0.23751,2
-2.2987,5.63,0.91722,2
-1.239,4.8151,-0.033204,2
0.75896,-1.6506,0.83834,2
1.6799,-4.5398,-2.3931,2
0.63655,-5.2159,-6.1211,2
-6.0598,-0.43642,-6.3694,2
-3.518,0.1548,-1.2086,2
-2.0336,1.1582,0.36507,2
-0.69745,-0.34474,-0.12372,2
0.75108,-3.1098,-0.20518,2
0.84546,-3.6307,-1.3961,2
-0.55648,-3.3085,-2.7965,2
-3.6817,-0.69347,-3.4004,2
-6.7526,-0.061983,-3.725,2
-4.577,0.66719,-0.94742,2
-2.9883,0.45041,0.068951,2
-1.4781,-1.1622,-0.48579,2
-0.46651,-2.9812,-1.0431,2
-0.8734,-2.1964,-0.78061,2
-2.1234,-0.55552,-0.81165,2
-2.3142,-0.46813,-1.6767,2
-1.4233,2.3586,0.39481,2
-3.0866,10.5405,-0.89182,2
-4.7331,11.388,-1.0741,2
-2.8829,-0.1888,-1.1672,2
-0.036127,-1.4089,-0.76121,2
-1.7104,6.2109,0.3974,2
-3.8203,16.9583,-2.3052,2
-3.7181,12.363,-0.95518,2
-2.899,2.6045,1.3776,2
-0.98193,-1.2341,-1.5668,2
-0.17296,1.3818,0.7336,2
-1.9409,9.155,0.94049,2
-3.5713,14.8881,-0.47027,2
-2.9915,8.6521,1.8198,2
-1.8483,0.77344,1.4189,2
-2.2677,-2.2563,-2.4642,2
-0.50816,-1.8108,-2.2612,2
0.14329,1.0039,0.48791,2
-0.90784,6.7807,0.34179,2
-2.0042,9.3333,-0.10303,2
-0.93587,4.5367,1.3866,2
-0.40804,-0.52725,0.6586,2
-0.8172,-3.6684,-3.456,2
-4.8392,-0.24278,-6.5775,2
-1.2792,-0.47584,-1.3974,2
-0.66008,3.8058,1.1836,2
-1.7713,10.2184,-1.0043,2
-3.0061,11.9552,-2.1603,2
-1.1022,4.5641,0.68705,2
0.11806,-0.98223,0.42843,2
0.11686,-4.4379,-4.3741,2
-2.7264,-0.49212,-3.6371,2
-1.2369,2.518,0.51636,2
-1.8439,7.6796,-0.66682,2
-1.8554,7.7764,-0.97716,2
0.16358,1.3749,1.3569,2
1.5077,-3.0584,-0.12243,2
0.67886,-4.569,-4.1414,2
-3.9934,0.54723,-4.9379,2
-2.3898,3.0141,0.76205,2
-1.7976,6.6753,0.89912,2
-0.70867,4.0483,0.903,2
1.0194,-2.3,0.59395,2
1.7875,-5.1362,-3.2362,2
0.27331,-4.9194,-5.8198,2
-5.1661,0.044265,-4.4983,2
-2.7028,0.83598,-0.091393,2
-1.4904,1.6054,0.89394,2
-0.014902,-0.94024,0.64955,2
0.88992,-3.1046,-0.11855,2
1.0637,-4.1594,-1.9379,2
-0.8471,-3.0112,-2.9388,2
-3.9594,-0.35845,-3.8957,2
-5.8818,0.5558,-2.9155,2
-3.7747,0.83341,-0.30993,2
-2.4198,0.70146,0.41809,2
-0.83535,-1.6411,-0.19225,2
-0.30432,-2.7756,-0.65647,2
-0.60254,-2.1501,-0.77027,2
-2.1059,-0.53324,-0.82716,2
-2.0441,0.18564,-1.091,2
-1.5621,4.2591,0.27972,2
-3.2305,11.6433,-0.94613,2
-4.8426,10.4052,-0.53104,2
-2.3147,-0.6969,-1.2474,2
-0.11716,-0.38587,-0.059065,2
-2.0066,9.0162,0.099985,2
-3.6961,17.5795,-2.6181,2
-3.6012,10.5234,-0.48967,2
-2.6286,1.7956,0.97282,2
-0.82601,-1.2864,-1.4647,2
0.31803,1.0947,0.88619,2
-1.4454,8.8483,0.96894,2
-3.1423,15.6773,-0.66165,2
-2.5373,8.8054,1.5289,2
-1.366,0.90539,1.5806,2
-1.7064,-2.2829,-2.1978,2
-0.41965,-1.7859,-2.2069,2
0.37637,0.78543,0.74524,2
-0.55355,6.7156,0.74394,2
-1.6001,9.4044,0.081882,2
-0.37013,4.7749,1.547,2
0.12126,-0.47327,0.97024,2
-0.27068,-3.5562,-3.0888,2
-5.119,-0.049987,-6.5206,2
-1.3946,-0.44499,-1.4905,2
-0.69879,4.1211,1.5043,2
-1.48,9.9176,-0.5026,2
-2.6649,12.6689,-1.9082,2
-0.62684,4.7843,1.106,2
0.518,-0.84085,0.96118,2
0.64376,-4.4738,-4.0483,2
-2.9821,-0.5898,-3.9642,2
-1.4628,2.4357,0.49826,2
-1.7101,7.9735,-0.45475,2
-1.5572,8.1088,-1.0806,2
0.74428,1.6131,1.5754,2
2.0177,-2.9581,0.2099,2
1.164,-4.5544,-3.8672,2
-4.3667,0.57208,-5.4668,2
-2.5919,3.8949,0.77757,2
-1.8046,6.7019,1.1681,2
-0.71868,3.8298,1.0233,2
1.4378,-2.0267,1.0271,2
2.1943,-4.976,-2.7254,2
0.7376,-4.7986,-5.6659,2
-5.637,0.13081,-5.0142,2
-3.0193,0.73745,-0.45346,2
-1.6706,1.584,0.71162,2
-0.1269,-0.95138,0.57843,2
1.2198,-3.1954,0.12843,2
1.4501,-4.0557,-1.5966,2
-0.40857,-2.9607,-2.6892,2
-3.8952,-0.31304,-3.8194,2
-6.3679,0.4247,-3.2207,2
-4.1429,0.68261,-0.71984,2
-2.6864,0.61663,0.061192,2
-1.0555,-1.6968,-0.46768,2
-0.29858,-2.9512,-0.66165,2
-0.49948,-2.2469,-0.68104,2
-1.9881,-0.28562,-0.70044,2
-1.9389,0.045979,-1.122,2
-1.4375,4.026,0.55127,2
-3.1875,11.8678,-0.57889,2
-4.6765,10.969,-0.33449,2
-2.0285,-0.63435,-1.175,2
0.26637,-0.67891,0.03533,2
-1.7589,8.4773,0.31981,2
-3.5985,17.6052,-2.4927,2
-3.3582,11.4419,-0.57113,2
-2.3629,1.9336,1.1358,2
-2.1802,-1.2256,-2.6621,2
-0.40951,0.060545,-0.088807,2
-2.2918,7.9597,0.9211,2
-4.0214,15.6199,-0.95647,2
-3.3884,10.3315,0.98187,2
-2.0046,1.333,1.6543,2
-1.7063,-2.378,-2.3491,2
-1.6386,-1.7302,-3.5646,2
-0.41645,-0.33617,-0.36036,2
-1.5877,5.8022,0.31593,2
-2.5961,9.7942,-0.28018,2
-1.5228,5.7568,0.87325,2
-0.53072,-0.21793,1.0426,2
-0.49081,-3.6436,-3.1004,2
-6.5773,0.85483,-7.5344,2
-2.4621,-0.62578,-2.8573,2
-1.3995,2.5154,0.59912,2
-2.3221,9.233,-0.79871,2
-3.73,12.9817,-2.684,2
-1.6988,5.7902,0.16723,2
-0.26654,-0.42014,0.89136,2
0.33325,-4.5081,-4.012,2
-4.2091,-0.49126,-5.2159,2
-2.3142,1.9833,-0.44829,2
-2.4835,6.8964,-0.64484,2
-2.7611,9.0239,-1.9547,2
-0.36025,2.1067,0.94308,2
1.0117,-2.3506,0.42714,2
0.96708,-4.9314,-4.1323,2
-5.2049,0.070827,-7.3004,2
-3.3203,2.9618,-0.44958,2
-2.565,6.0122,0.046968,2
-1.5951,4.7689,-0.94354,2
0.7049,-1.7859,0.36119,2
1.7331,-4.7412,-2.5017,2
0.6818,-5.2133,-6.1043,2
-6.3364,0.014275,-6.7844,2
-3.8053,0.6809,-1.0871,2
-2.1979,1.7151,0.45171,2
-0.87874,-0.051701,0.099985,2
0.74067,-3.1963,-0.1457,2
0.98296,-3.9692,-1.7116,2
-0.3489,-3.4054,-3.1832,2
-3.8552,-0.38415,-3.8608,2
-6.9599,0.2182,-4.572,2
-4.7462,1.075,-1.2966,2
-3.2051,0.97565,0.045675,2
-1.7549,-0.75774,-0.3707,2
-0.59587,-2.8673,-0.89828,2
-0.89542,-2.3652,-1.2746,2
-2.0754,-0.64206,-1.2642,2
-3.2778,0.1805,-2.3931,2
-2.2183,2.9986,0.36378,2
-3.5895,10.5251,-0.16381,2
-5.0477,11.244,-0.3901,2
-3.5741,-0.07912,-2.1203,2
-0.7351,-1.4938,-1.1582,2
-2.2617,6.3489,0.11162,2
-4.244,17.1116,-2.8017,2
-4.0218,12.555,-1.5099,2
-3.0201,2.7056,0.85774,2
-2.4941,-1.3721,-2.8483,2
-0.83121,0.05369,-0.23105,2
-2.5665,7.5416,0.70774,2
-4.4018,15.6559,-1.6806,2
-3.7573,10.3032,0.38059,2
-2.4725,1.4855,1.1189,2
-1.9725,-2.3086,-2.3724,2
-2.0149,-1.9385,-3.8918,2
-0.82053,-0.48869,-0.52716,2
-1.7886,5.6154,0.42584,2
-2.9138,9.7668,-0.60216,2
-1.8343,5.6429,0.54998,2
-0.8734,-0.20165,0.55774,2
-0.70346,-3.5947,-3.1457,2
-6.7387,0.67833,-7.5887,2
-2.7723,-0.9351,-3.1457,2
-1.6641,1.997,0.52283,2
-2.4349,8.9922,-0.50001,2
-3.793,12.7957,-2.825,2
-1.9551,5.5383,-0.12889,2
-0.69078,-0.35417,0.47498,2
0.025013,-4.4327,-4.2655,2
-4.3967,-0.64892,-5.4719,2
-2.456,1.4041,-0.45863,2
-2.62,6.2169,-0.62285,2
-2.9662,8.784,-2.1138,2
-0.71494,2.2241,0.49826,2
0.6005,-2.2126,0.097399,2
0.61652,-4.7275,-4.3948,2
-5.4414,0.10938,-7.5642,2
-3.5798,2.3457,-0.45734,2
-2.7769,5.9179,0.37671,2
-1.8356,5.0585,-0.55044,2
0.30081,-1.7542,0.48921,2
1.3403,-4.7018,-2.5987,2
0.26877,-5.1508,-6.3913,2
-6.5235,-0.25392,-6.9642,2
-4.0679,0.79571,-1.1039,2
-2.564,1.5026,0.32757,2
-1.3414,-0.15538,-0.11984,2
0.23874,-3.3522,-0.66553,2
0.6212,-4.0771,-2.0711,2
-0.77848,-3.4859,-3.5569,2
-4.1244,-0.6532,-4.1802,2
-7.0421,0.25933,-4.6832,2
-4.9462,0.82742,-1.4957,2
-3.5359,0.6569,-0.2957,2
-2.0662,-1.0054,-0.82975,2
-0.88728,-3.1432,-1.2035,2
-1.0941,-2.5237,-1.4453,2
-2.4458,-0.88541,-1.4802,2
-3.551,0.1865,-2.4409,2
-2.2811,2.7185,0.044382,2
-3.6053,10.0916,-0.82846,2
-5.0676,10.4266,-0.86725,2
-3.9204,-0.23678,-2.1151,2
-1.1306,-1.3575,-1.3806,2
-2.4561,6.4534,-0.056479,2
-4.4775,17.0834,-3.0345,2
-4.1958,12.1291,-1.6017,2
-3.38,2.5325,0.71808,2
-2.4365,-1.4166,-2.8948,2
-0.77688,-0.031137,-0.35389,2
-2.7083,7.5339,0.59007,2
-4.5531,15.4417,-1.4983,2
-3.8894,9.8208,0.47498,2
-2.5084,1.488,1.2069,2
-2.1652,-2.4132,-2.4241,2
-1.8974,-1.7842,-3.8491,2
-0.62043,-0.38587,-0.66423,2
-1.8387,5.6506,0.19567,2
-3,9.5766,-0.73018,2
-1.9116,5.606,0.48533,2
-1.005,-0.2462,0.45688,2
-0.87834,-3.6778,-3.2944,2
-6.651,0.68604,-7.5887,2
-2.5463,-0.83228,-3.0358,2
-1.4377,2.1144,0.42067,2
-2.4554,8.862,-0.86983,2
-3.9411,13.0597,-3.3125,2
-2.1241,5.5992,-0.47156,2
-0.74324,-0.42785,0.23317,2
-0.071503,-4.5415,-4.2526,2
-4.2333,-0.49212,-5.3207,2
-2.3675,1.692,-0.43018,2
-2.5526,6.9255,-0.66811,2
-3.0986,8.9717,-2.3427,2
-0.89809,2.2009,0.50731,2
0.56232,-2.2726,-0.006049,2
0.53936,-4.8166,-4.3418,2
-5.3012,0.029699,-7.3987,2
-3.3553,2.6473,-0.37846,2
-2.7908,5.953,0.45946,2
-1.9983,4.8254,-0.41984,2
0.15423,-1.6823,0.59524,2
1.208,-4.7635,-2.6129,2
0.2952,-5.149,-6.2323,2
-6.4247,0.022844,-6.8517,2
-3.9933,0.62863,-1.1595,2
-2.659,1.3647,0.16464,2
-1.4094,-0.10397,-0.19225,2
0.11032,-3.3668,-0.65259,2
0.52374,-4.0746,-1.9909,2
-0.76794,-3.4405,-3.4276,2
-3.9698,-0.60008,-4.0133,2
-7.0364,0.16594,-4.5396,2
-4.9447,1.063,-1.444,2
-3.5933,0.7126,-0.3332,2
-2.1674,-1.0465,-0.86208,2
-0.9607,-3.1226,-1.3121,2
-1.0802,-2.5862,-1.2759,2
-2.3277,-0.82114,-1.2862,2
-3.7244,-0.035421,-2.5095,2
-2.5724,2.7073,-0.16639,2
-3.9297,10.0958,-1.0147,2
-5.2943,10.3332,-1.1181,2
-3.8953,-0.3019,-2.1836,2
-1.2244,-1.4801,-1.4181,2
-2.6406,5.983,-0.13924,2
-4.6338,16.7166,-3.2168,2
-4.2887,11.8387,-1.8978,2
-3.3458,2.6328,0.53705,2
-1.1188,-1.3455,-1.9573,2
0.55939,0.18307,0.44653,2
-1.5078,7.8981,1.2289,2
-3.506,15.1606,-0.75216,2
-2.9498,10.2646,1.1629,2
-1.6029,1.62,1.9103,2
-1.2667,-2.426,-1.8862,2
-0.49281,-1.8356,-2.834,2
0.66365,-0.18794,0.23447,2
-0.72068,5.8408,0.62369,2
-1.9966,9.682,-0.12889,2
-0.97325,5.6026,1.0323,2
-0.025314,-0.11339,1.2198,2
0.062525,-3.5467,-2.6737,2
-5.525,0.89768,-6.6241,2
-1.2943,-0.84085,-2.0323,2
-0.24037,2.135,1.2418,2
-1.3968,9.4652,-0.34872,2
-2.9672,13.4727,-2.6271,2
-1.1005,6.0139,0.36895,2
0.22432,-0.40386,1.2017,2
0.90407,-4.4987,-3.6965,2
-2.8619,-0.58123,-4.2629,2
-1.0833,1.2815,0.41291,2
-1.5681,6.5537,-0.1276,2
-2.0545,9.4926,-1.4116,2
0.2346,2.1195,1.4448,2
1.581,-2.3138,0.82412,2
1.5514,-4.9143,-3.7483,2
-4.1479,-0.083404,-6.4172,2
-2.2625,2.8127,0.48662,2
-1.7479,5.8699,1.212,2
-0.95923,4.9857,0.32886,2
1.3451,-1.8785,1.3258,2
2.2279,-4.8037,-2.1112,2
1.2572,-5.2861,-5.8741,2
-5.3857,-0.41929,-5.9181,2
-2.9786,0.52667,-0.40173,2
-1.5851,1.7082,0.9017,2
-0.21888,-0.0954,0.56421,2
1.3183,-3.3111,0.065071,2
1.4896,-4.0309,-1.4259,2
0.11592,-3.4302,-2.8457,2
-3.3924,-0.72004,-3.5233,2
-6.1632,-0.21621,-3.6345,2
-4.0786,0.87026,-0.65389,2
-2.5899,0.93452,0.42972,2
-1.0116,-0.90597,0.003003,2
0.066129,-2.9401,-0.62156,2
-0.24745,-2.4697,-0.80518,2
-1.5732,-0.71232,-0.8388,2
-2.1668,0.045122,-1.678,2
-1.1667,2.9241,0.66119,2
-2.8391,10.4849,-0.42113,2
-4.5046,10.8867,-0.52846,2
-2.41,-0.40215,-1.2953,2
0.40614,-1.4501,-0.55949,2
-1.3887,6.4774,0.34179,2
-3.7503,17.5932,-2.7771,2
-3.5637,12.393,-1.2823,2
-2.5419,2.6842,1.1952,2
